,userid,name,editcount,registration,gender,editor,checkuser,ipblock-exempt,autoconfirmed,oversight,user,interface-admin,bureaucrat,noratelimit,import,autoreview,sysop
895,834273,Korrekturen,39382,2009-09-22T14:20:24Z,unknown,True,False,False,True,False,True,False,False,False,False,True,False
896,376500,ChrisHamburg,23493,2007-03-27T14:44:16Z,unknown,True,False,False,True,False,True,False,False,False,False,False,False
897,30821,Leshonai,8153,,unknown,True,False,False,True,False,True,False,False,False,False,True,False
898,1487646,Unimog404,3575,2012-08-23T20:04:22Z,unknown,True,False,False,True,False,True,False,False,False,False,True,False
899,287134,Primus von Quack,24605,2006-10-10T01:58:56Z,unknown,False,False,False,True,False,True,False,False,False,False,False,False
900,200591,Umschattiger,14353,2006-03-19T23:34:28Z,unknown,True,False,False,True,False,True,False,False,False,False,False,False
901,27368,Idler,12039,,male,True,False,False,True,False,True,False,False,False,False,True,False
902,88782,Proofreader,35621,,unknown,True,False,False,True,False,True,False,False,False,False,True,False
903,229242,Leider,15833,2006-05-26T14:26:16Z,unknown,True,False,False,True,False,True,False,False,False,False,False,False
904,33275,To old,3658,,unknown,True,False,False,True,False,True,False,False,False,False,True,False
905,678585,Con-struct,1149,2009-01-07T13:31:49Z,unknown,True,False,False,True,False,True,False,False,False,False,True,False
906,665456,Qaswa,167163,2008-12-14T03:41:37Z,unknown,True,False,False,True,False,True,False,False,False,False,True,False
907,575208,UHT,38369,2008-06-22T16:48:37Z,unknown,True,False,False,True,False,True,False,False,False,False,True,False
908,184,Thomasium,2584,,unknown,True,False,False,True,False,True,False,False,False,False,True,False
909,225282,Summ,71879,2006-05-18T03:21:43Z,unknown,True,False,False,True,False,True,False,False,False,False,True,False
910,1928,Crux,28869,,unknown,True,False,False,True,False,True,False,False,False,False,False,False
911,1313320,Däädaa,10814,2011-10-22T02:23:50Z,unknown,False,False,False,True,False,True,False,False,False,False,False,False
912,181337,Jwollbold,10943,2006-02-01T13:24:36Z,male,True,False,False,True,False,True,False,False,False,False,True,False
913,13625,RoBri,159082,,unknown,True,False,True,True,False,True,False,False,False,False,True,False
914,362827,Studmult,10288,2007-02-28T20:59:46Z,unknown,True,False,False,True,False,True,False,False,False,False,True,False
915,1702360,Iwesb,16434,2013-07-21T00:40:08Z,unknown,True,False,False,True,False,True,False,False,False,False,True,False
916,158140,KaPe,9931,,unknown,True,False,False,True,False,True,False,False,False,False,True,False
917,1607537,Sturmjäger,8295,2013-02-19T18:38:27Z,male,True,False,False,True,False,True,False,False,False,False,True,False
918,20761,Tilman Berger,24544,,male,True,False,False,True,False,True,False,False,False,False,True,True
919,727,Stw,3314,,unknown,True,False,False,True,False,True,False,False,False,False,True,False
920,81595,Florian Adler,58891,,unknown,True,False,False,True,False,True,False,False,False,False,False,False
921,2127205,Trollflöjten,9134,2015-03-30T22:26:31Z,unknown,True,False,False,True,False,True,False,False,False,False,True,False
922,106925,J. Patrick Fischer,134050,,male,True,False,True,True,False,True,False,False,True,False,True,False
923,88015,Dr. Shaggeman,15151,,male,True,False,False,True,False,True,False,False,False,False,False,False
924,102939,UweRohwedder,28753,,unknown,True,False,False,True,False,True,False,False,False,False,True,False
925,45942,C.Löser,30458,,unknown,True,False,False,True,False,True,False,False,False,False,False,False
926,2241449,Hubon,7308,2015-08-18T22:33:11Z,unknown,True,False,False,True,False,True,False,False,False,False,True,False
927,145,Vinci,2748,,unknown,True,False,False,True,False,True,False,False,False,False,True,False
928,1413755,GS63,27914,2012-04-17T17:15:30Z,unknown,True,False,False,True,False,True,False,False,False,False,True,False
929,20352,Brudersohn,10163,,male,True,False,False,True,False,True,False,False,False,False,True,False
930,196822,Dominic Z.,2735,2006-03-11T10:52:37Z,male,True,False,False,True,False,True,False,False,False,False,True,False
931,582000,Riepichiep,6822,2008-07-08T16:18:25Z,male,True,False,False,True,False,True,False,False,False,False,True,False
932,392792,Lumpeseggl,37382,2007-05-04T01:34:35Z,unknown,True,False,False,True,False,True,False,False,False,False,False,False
933,1126673,Bunu yapacağım,20,2010-12-13T00:57:31Z,unknown,False,False,False,True,False,True,False,False,False,False,False,False
934,317,Kku,28135,,male,True,False,False,True,False,True,False,False,False,False,True,False
935,59654,Talaris,9129,,male,True,False,False,True,False,True,False,False,False,False,True,False
936,302088,Dicker Pitter,1988,2006-11-10T19:49:43Z,unknown,True,False,False,True,False,True,False,False,False,False,False,False
937,135386,J.-H. Janßen,39771,,unknown,True,False,False,True,False,True,False,False,False,False,True,False
938,34660,Emha,25258,,male,True,False,False,True,False,True,False,False,False,False,True,False
939,371627,Jocian,63045,2007-03-17T22:12:10Z,unknown,True,False,False,True,False,True,False,False,True,False,True,False
940,675783,Der wahre Jakob,51637,2009-01-03T13:50:22Z,male,True,False,False,True,False,True,False,False,False,False,True,False
941,31777,FtH,4607,,unknown,True,False,False,True,False,True,False,False,False,False,False,False
942,529262,Thomas Glintzer,39180,2008-03-11T10:02:07Z,male,True,False,True,True,False,True,False,False,False,False,True,False
943,172343,Deirdre,41727,2006-01-11T11:50:38Z,female,True,False,False,True,False,True,False,False,False,False,True,False
944,990857,Dr. Hartwig Raeder,22058,2010-05-09T16:49:30Z,unknown,True,False,False,True,False,True,False,False,False,False,True,False
945,87533,KarlV,37638,,unknown,True,False,False,True,False,True,False,False,False,False,True,False
946,60908,Eldred,4151,,unknown,False,False,False,True,False,True,False,False,False,False,False,False
947,382237,Kai.pedia,4351,2007-04-10T11:09:33Z,male,True,False,False,True,False,True,False,False,False,False,True,False
948,421044,Saint-Louis,9654,2007-07-02T15:20:21Z,unknown,True,False,False,True,False,True,False,False,False,False,False,False
949,409049,Funkruf,30103,2007-06-07T07:38:01Z,male,True,False,False,True,False,True,True,True,False,False,True,True
950,1656326,DerMaxdorfer,25904,2013-05-04T07:43:35Z,male,True,False,False,True,False,True,False,False,False,False,True,False
951,615921,Verum,28032,2008-09-20T22:14:49Z,unknown,True,False,False,True,False,True,False,False,False,False,True,False
952,7638,Sigune,8898,,unknown,True,False,False,True,False,True,False,False,False,False,True,False
953,679,Heizer,1575,,unknown,True,False,False,True,False,True,False,False,False,False,True,False
954,1362,Rivi,5380,,unknown,False,False,False,True,False,True,False,False,False,False,False,False
955,82569,JPB,3711,,unknown,True,False,False,True,False,True,False,False,False,False,True,False
956,270541,Michaelt1964,936,2006-08-28T16:53:57Z,male,True,False,False,True,False,True,False,False,False,False,True,False
957,854849,Minnou,4247,2009-10-23T07:56:43Z,unknown,True,False,False,True,False,True,False,False,False,False,True,False
958,434438,Karl-Friedrich Lenz,7599,2007-08-03T05:29:22Z,unknown,False,False,False,True,False,True,False,False,False,False,False,False
959,8789,JuergenL,13193,,male,True,False,False,True,False,True,False,False,False,False,True,False
960,422935,Nonoh,14828,2007-07-06T10:53:44Z,unknown,True,False,False,True,False,True,False,False,False,False,True,False
961,99865,Nobart,30901,,male,True,False,True,True,False,True,False,False,False,False,True,False
962,1662,Nd,2100,,unknown,False,False,False,True,False,True,False,False,False,False,False,False
963,1771945,Natsu Dragoneel,52045,2013-11-25T13:03:48Z,male,True,False,False,True,False,True,False,False,False,False,True,False
964,7515,Necrophorus,15874,,unknown,False,False,False,True,False,True,False,False,False,False,False,False
965,194686,Nemissimo,26615,2006-03-06T13:47:02Z,unknown,True,False,True,True,False,True,False,False,False,False,True,False
966,1549007,Haraldmmueller,5233,2012-11-24T13:58:28Z,unknown,True,False,False,True,False,True,False,False,False,False,True,False
967,428559,Jbo166,11701,2007-07-18T22:37:14Z,unknown,True,False,False,True,False,True,False,False,False,False,False,False
968,1563087,SFfmL,9845,2012-12-14T12:58:42Z,male,True,False,False,True,False,True,False,False,False,False,True,False
969,49324,Jodo,33454,,male,True,False,False,True,False,True,False,False,False,False,True,False
970,387558,Rupp.de,584,2007-04-22T01:07:49Z,male,False,False,False,True,False,True,False,False,False,False,False,False
971,271757,Rudolph Buch,10014,2006-08-31T13:10:32Z,unknown,True,False,False,True,False,True,False,False,False,False,True,False
972,167394,Saippuakauppias,5314,2005-12-27T21:35:02Z,unknown,True,False,False,True,False,True,False,False,False,False,True,False
973,12756,Mussklprozz,38548,,male,True,False,False,True,False,True,False,False,False,False,True,False
974,217269,Rote4132,26688,2006-04-29T12:01:39Z,unknown,True,False,False,True,False,True,False,False,False,False,True,False
975,44945,Nico b.,7459,,male,True,False,False,True,False,True,False,False,False,False,True,False
976,77837,Muck,60657,,unknown,True,False,False,True,False,True,False,False,False,False,True,False
977,130113,Jucos,41249,,female,True,False,False,True,False,True,False,False,False,False,False,False
978,6545,Romanm,1653,,unknown,True,False,False,True,False,True,False,False,False,False,True,False
979,224232,Hasenläufer,12369,2006-05-15T20:31:16Z,unknown,True,False,False,True,False,True,False,False,False,False,True,False
980,165365,Jadadoo,3239,,unknown,True,False,False,True,False,True,False,False,False,False,True,False
981,178835,Havelbaude,25326,2006-01-26T08:29:19Z,male,True,False,False,True,False,True,False,False,False,False,True,False
982,642018,Jörg der Wikinger,4613,2008-11-06T19:49:55Z,male,True,False,False,True,False,True,False,False,False,False,True,False
983,68107,San Jose,6611,,male,True,False,False,True,False,True,False,False,False,False,True,False
984,342608,Nis Randers,7523,2007-01-24T20:15:50Z,unknown,True,False,False,True,False,True,False,False,False,False,False,False
985,487555,Michael Kühntopf,49004,2007-12-11T10:57:43Z,male,True,False,False,True,False,True,False,False,False,False,False,False
986,38784,Ixitixel,23350,,unknown,True,False,False,True,False,True,False,False,False,False,True,True
987,1756760,October wind,15320,2013-10-30T18:30:32Z,unknown,True,False,False,True,False,True,False,False,False,False,True,False
988,101111,Hellstorm,1759,,unknown,True,False,False,True,False,True,False,False,False,False,True,False
989,565278,Lightbearer,5793,2008-06-01T07:30:57Z,unknown,True,False,False,True,False,True,False,False,False,False,True,False
990,9525,Pm,38241,,unknown,True,False,False,True,False,True,False,False,False,False,False,False
991,70391,Localhost~dewiki,276,,unknown,False,False,False,True,False,True,False,False,False,False,True,False
992,101581,Pajz,20692,,unknown,True,False,True,True,False,True,False,False,False,False,True,False
993,5243,Holger I.,8932,,male,True,False,False,True,False,True,False,False,False,False,True,False
994,53968,Lofor,16662,,unknown,True,False,False,True,False,True,False,False,False,False,False,False
995,952668,IDTG,80831,2010-03-14T18:08:06Z,male,True,False,False,True,False,True,False,False,False,False,True,False
996,115,Pit,2765,,unknown,False,False,False,True,False,True,False,False,False,False,False,False
997,23892,Pischdi,11765,,unknown,True,False,False,True,False,True,False,False,False,False,True,False
998,347888,Louis Wu,51405,2007-02-02T21:11:31Z,unknown,True,False,False,True,False,True,False,False,False,False,True,False
999,14995,Marbot,5781,,male,True,False,False,True,False,True,False,False,False,False,True,False
1000,15985,Schmiddtchen,4180,,unknown,True,False,False,True,False,True,False,False,False,False,True,False
1001,17838,Pigo,278,,unknown,False,False,False,True,False,True,False,False,False,False,False,False
1002,1637281,Lucius Castus,9942,2013-04-04T17:26:04Z,male,True,False,False,True,False,True,False,False,False,False,True,False
1003,158002,Manecke,30859,,unknown,True,False,False,True,False,True,False,False,False,False,True,False
1004,1947999,Patricia Tegtmeier,941,2014-08-31T15:16:44Z,female,True,False,False,True,False,True,False,False,False,False,True,False
1005,16736,Phrood,21887,,male,True,False,False,True,False,True,False,False,False,False,True,False
1006,1722994,Majo statt Senf,83042,2013-08-28T15:10:29Z,unknown,True,False,False,True,False,True,False,False,False,False,True,False
1007,1361227,Lukas²³,30364,2012-01-18T18:36:29Z,male,True,False,False,True,False,True,False,False,False,False,True,False
1008,1662935,Luke081515,32295,2013-05-14T16:41:47Z,male,True,False,True,True,False,True,False,False,False,False,True,True
1009,881646,Peewit,4757,2009-11-30T21:09:00Z,unknown,True,False,False,True,False,True,False,False,False,False,True,False
1010,18609,Lutz Terheyden,2203,,male,True,False,False,True,False,True,False,False,False,False,True,False
1011,315141,House1630,17925,2006-12-04T11:44:40Z,unknown,True,False,False,True,False,True,False,False,False,False,True,False
1012,50862,Hofres,43930,,male,True,False,False,True,False,True,False,False,False,True,True,True
1013,1097610,LeastCommonAncestor,19595,2010-10-28T12:54:47Z,unknown,True,False,False,True,False,True,False,False,False,False,True,False
1014,688944,Pölkkyposkisolisti,15991,2009-01-23T12:53:00Z,unknown,True,False,True,True,False,True,False,False,False,False,True,False
1015,22570,KuK,18931,,unknown,True,False,False,True,False,True,False,False,False,False,True,False
1016,182264,Reinhard Dietrich,48800,2006-02-03T15:51:25Z,male,True,False,False,True,False,True,False,False,False,False,True,False
1017,424850,Merlin G.,1371,2007-07-10T18:44:12Z,unknown,True,False,False,True,False,True,False,False,False,False,True,False
1018,25387,Meph666,5162,,unknown,True,False,False,True,False,True,False,False,False,False,False,False
1019,283174,Redlinux,36062,2006-09-28T17:55:16Z,unknown,True,False,False,True,False,True,False,False,False,True,True,True
1020,1187066,Kopilot,98755,2011-03-09T06:58:54Z,unknown,True,False,False,True,False,True,False,False,False,False,True,False
1021,45275,Ratzer,49338,,male,True,False,False,True,False,True,False,False,False,False,True,False
1022,229055,Kriddl,83932,2006-05-26T07:34:49Z,male,True,False,False,True,False,True,False,False,False,False,True,True
1023,420815,M Huhn,44525,2007-07-02T08:46:52Z,unknown,True,False,False,True,False,True,False,False,False,False,True,False
1024,372054,Sentropie,1620,2007-03-18T18:45:15Z,male,True,False,False,True,False,True,False,False,False,False,True,False
1025,44417,Oliver s.,7671,,male,True,False,False,True,False,True,False,False,False,False,True,False
1026,392784,HerrZog,21630,2007-05-03T23:07:19Z,unknown,True,False,False,True,False,True,False,False,False,False,True,False
1027,2708095,Seeler09,26284,2017-07-31T17:50:32Z,unknown,True,False,False,True,False,True,False,False,False,False,True,False
1028,50692,RX-Guru,14848,,unknown,True,False,False,True,False,True,False,False,False,False,False,False
1029,174823,Kungfuman,52323,2006-01-17T11:51:03Z,unknown,True,False,False,True,False,True,False,False,False,False,True,False
1030,1014011,Opihuck,10801,2010-06-10T15:44:50Z,male,True,False,False,True,False,True,False,False,False,False,True,False
1031,1022728,Qumranhöhle,4152,2010-06-23T14:33:45Z,unknown,True,False,False,True,False,True,False,False,False,False,False,False
1032,85917,Hhp4,6528,,unknown,False,False,False,True,False,True,False,False,False,False,False,False
1033,337273,Quilbert,1876,2007-01-16T12:23:48Z,unknown,True,False,False,True,False,True,False,False,False,False,True,False
1034,58825,Matze6587,6911,,unknown,True,False,False,True,False,True,False,False,False,False,False,False
1035,178175,Invisigoth67,441347,2006-01-24T17:51:59Z,unknown,True,False,False,True,False,True,False,False,False,False,True,False
1036,438930,Lady Whistler,22196,2007-08-15T12:48:15Z,female,True,False,False,True,False,True,False,False,False,False,True,False
1037,406551,Qhx,10800,2007-06-01T15:28:21Z,male,True,False,False,True,False,True,False,False,False,False,False,False
1038,24216,Peter Putzer,7219,,unknown,True,False,False,True,False,True,False,False,False,False,True,False
1039,126461,$traight-$hoota,29510,,male,True,False,False,True,False,True,False,False,False,False,True,False
1040,688531,Commander-pirx,29039,2009-01-22T18:25:27Z,unknown,True,False,False,True,False,True,False,False,False,False,True,False
1041,432405,Dr Möpuse,3182,2007-07-28T18:16:35Z,unknown,True,False,False,True,False,True,False,False,False,False,False,False
1042,356791,Alexandar.R.~dewiki,3059,2007-02-18T06:38:05Z,unknown,True,False,False,True,False,True,False,False,False,False,True,False
1043,11541,Dirk33,4370,,unknown,True,False,False,True,False,True,False,False,False,False,True,False
1044,519920,W. Edlmeier,50842,2008-02-19T19:46:25Z,male,True,False,True,True,False,True,False,False,False,False,True,False
1045,610715,DonPedro71,41833,2008-09-11T11:39:10Z,male,True,False,False,True,False,True,False,False,False,False,True,False
1046,127479,BishkekRocks,28210,,unknown,True,False,False,True,False,True,False,False,False,False,True,False
1047,244205,GT1976,220960,2006-06-29T10:49:45Z,male,True,False,False,True,False,True,False,False,False,False,True,False
1048,468307,Drahkrub,6416,2007-10-25T09:10:20Z,unknown,True,False,False,True,False,True,False,False,False,False,True,False
1049,40642,Zaungast,18790,,unknown,False,False,False,True,False,True,False,False,False,False,False,False
1050,276886,Fährtenleser,16468,2006-09-13T08:30:10Z,male,True,False,False,True,False,True,False,False,False,False,True,False
1051,1549,Warp,2312,,unknown,True,False,False,True,False,True,False,False,False,False,True,False
1052,755262,Steigi1900,18021,2009-05-10T22:55:46Z,unknown,True,False,False,True,False,True,False,False,False,False,True,False
1053,95825,Tickle me,5238,,unknown,True,False,False,True,False,True,False,False,False,False,False,False
1054,838569,Alraunenstern,25859,2009-09-29T11:57:48Z,female,True,True,False,True,False,True,False,False,False,False,True,True
1055,428560,Berntie,5745,2007-07-18T22:43:28Z,male,True,False,False,True,False,True,False,False,False,False,True,False
1056,115344,Toffel,18636,,unknown,True,False,False,True,False,True,False,False,False,False,True,False
1057,32122,Geoz,9766,,male,True,False,False,True,False,True,False,False,False,False,True,False
1058,305591,Bosta,38929,2006-11-17T10:43:16Z,unknown,True,False,False,True,False,True,False,False,False,False,True,False
1059,6908,Srbauer,51326,,unknown,False,False,False,True,False,True,False,False,False,False,False,False
1060,316562,Digamma,21218,2006-12-06T19:54:46Z,unknown,True,False,False,True,False,True,False,False,False,False,True,False
1061,452443,Tolentino,7622,2007-09-17T13:30:12Z,unknown,True,False,False,True,False,True,False,False,False,False,True,False
1062,397363,Gib Senf dazu!,7890,2007-05-13T14:18:29Z,unknown,True,False,False,True,False,True,False,False,False,False,True,False
1063,257255,Tom md,59968,2006-07-31T13:17:19Z,male,True,False,False,True,False,True,False,False,False,False,True,False
1064,532154,Brackenheim,59349,2008-03-17T18:35:03Z,male,True,False,False,True,False,True,False,False,False,True,True,True
1065,519789,Brahmavihara,5367,2008-02-19T15:52:14Z,male,True,False,False,True,False,True,False,False,False,False,True,False
1066,492689,Vigilius,3117,2007-12-23T09:19:32Z,unknown,True,False,False,True,False,True,False,False,False,False,True,False
1067,1069538,DerSpezialist,1721,2010-09-12T19:38:02Z,male,True,False,False,True,False,True,False,False,False,False,True,False
1068,83039,Speravir,12140,,male,True,False,False,True,False,True,False,False,False,False,True,False
1069,183320,Buffty,3356,2006-02-06T14:01:05Z,unknown,True,False,False,True,False,True,False,False,False,False,True,False
1070,241745,Gohnarch,9175,2006-06-23T09:18:36Z,unknown,True,False,False,True,False,True,False,False,False,False,True,False
1071,12716,Toolittle,67848,,unknown,True,False,False,True,False,True,False,False,False,False,True,False
1072,101723,Zahnradzacken,4195,,unknown,True,False,False,True,False,True,False,False,False,False,True,False
1073,866674,Bernd.Brincken,3169,2009-11-09T09:13:03Z,male,True,False,False,True,False,True,False,False,False,False,True,False
1074,1324773,Dumbox,7093,2011-11-11T21:37:20Z,unknown,True,False,False,True,False,True,False,False,False,False,True,False
1075,296024,DynaMoToR,86015,2006-10-29T23:10:17Z,male,True,False,True,True,False,True,False,False,False,False,True,False
1076,152339,ThePeritus,2867,,unknown,True,False,False,True,False,True,False,False,False,False,True,False
1077,491727,THWZ,27662,2007-12-20T11:51:00Z,male,True,False,False,True,False,True,False,False,False,False,False,False
1078,458,Asb,13615,,unknown,True,False,False,True,False,True,False,False,False,False,False,False
1079,1116366,FA2010,69095,2010-11-26T15:39:34Z,unknown,True,False,False,True,False,True,False,False,False,False,True,False
1080,352695,Erell,28878,2007-02-11T16:44:35Z,unknown,True,False,False,True,False,True,False,False,False,False,True,False
1081,32031,Arcturus~dewiki,2901,,unknown,False,False,False,True,False,True,False,False,False,False,False,False
1082,46732,Factumquintus,24889,,unknown,True,False,False,True,False,True,False,False,False,False,True,False
1083,1267236,Austriantraveler,24543,2011-07-27T05:35:30Z,unknown,True,False,False,True,False,True,False,False,False,False,True,False
1084,52084,Fah,3490,,unknown,True,False,False,True,False,True,False,False,False,False,True,False
1085,135085,Axel.Mauruszat,12106,,unknown,True,False,False,True,False,True,False,False,False,False,True,False
1086,1752113,Emeldir,7498,2013-10-22T17:17:52Z,unknown,True,False,False,True,False,True,False,False,False,False,True,False
1087,10777,Elvis untot,6125,,unknown,True,False,False,True,False,True,False,False,False,False,True,False
1088,178622,Ayacop,30151,2006-01-25T17:35:05Z,unknown,True,False,False,True,False,True,False,False,False,False,True,False
1089,239,Eloquence,1131,,male,True,False,False,True,False,True,False,False,False,False,True,False
1090,60969,Fb78,8620,,unknown,True,False,False,True,False,True,False,False,False,False,True,False
1091,1723754,Filterkaffee,23424,2013-08-30T04:13:31Z,male,True,False,False,True,False,True,False,False,False,False,True,False
1092,136638,Bernd vdB,8041,,unknown,True,False,False,True,False,True,False,False,False,False,False,False
1093,263808,Supermartl,20020,2006-08-13T13:19:44Z,unknown,True,False,False,True,False,True,False,False,False,False,True,False
1094,689440,BKSlink,28298,2009-01-24T10:46:58Z,unknown,True,False,False,True,False,True,False,False,False,False,False,False
1095,25017,Anneke Wolf,15817,,female,True,False,False,True,False,True,False,False,False,False,True,False
1096,384967,El Grafo,9300,2007-04-16T12:52:40Z,unknown,True,False,False,True,False,True,False,False,False,False,True,False
1097,1035337,Wolf170278,7580,2010-07-15T15:25:15Z,male,True,False,False,True,False,True,False,False,False,False,True,False
1098,84806,Andreas Werle,27481,,unknown,True,False,True,True,False,True,False,False,False,False,False,False
1099,487527,Flo 1,8070,2007-12-11T10:19:42Z,male,True,False,False,True,False,True,False,False,False,False,True,False
1100,1701047,Wiederbeschreibbar,273,2013-07-18T00:44:56Z,unknown,False,False,False,True,False,True,False,False,False,False,True,False
1101,161862,Andibrunt,33011,,unknown,True,False,False,True,False,True,False,False,False,False,True,False
1102,35676,Thoken,5945,,unknown,True,False,False,True,False,True,False,False,False,False,True,False
1103,1181049,Widerborst,21254,2011-02-27T23:37:11Z,unknown,True,False,False,True,False,True,False,False,False,False,True,False
1104,180414,Wolli-j,2206,2006-01-30T11:03:33Z,male,True,False,False,True,False,True,False,False,False,False,True,False
1105,1414244,Eddgel,28975,2012-04-18T14:23:44Z,unknown,True,False,False,True,False,True,False,False,False,False,True,False
1106,313845,Bennsenson,34044,2006-12-01T16:17:56Z,unknown,True,False,True,True,False,True,False,False,False,False,False,False
1107,349872,Bücherwürmlein,16213,2007-02-06T15:14:42Z,unknown,True,False,False,True,False,True,False,False,False,False,False,False
1108,543713,Diskriminierung,11328,2008-04-11T09:43:08Z,unknown,True,False,False,True,False,True,False,False,False,False,False,False
1109,7908,ArtMechanic,22981,,unknown,True,False,False,True,False,True,False,False,False,False,False,False
1110,269454,=,44166,2006-08-26T00:40:03Z,male,True,False,False,True,False,True,False,False,False,False,True,False
1111,84887,Abubiju,18651,,unknown,True,False,False,True,False,True,False,False,False,False,True,False
1112,482519,20percent,20106,2007-11-29T19:52:01Z,unknown,True,False,False,True,False,True,False,False,False,False,False,False
1113,129565,Gürbetaler,7632,,unknown,True,False,True,True,False,True,False,False,False,False,True,False
1114,39521,לערי ריינהארט,3961,,male,True,False,False,True,False,True,False,False,False,False,True,False
1115,8316,Habakuk,7373,,unknown,True,False,False,True,False,True,False,False,False,False,True,False
1116,29412,Concord,81796,,male,True,False,False,True,False,True,False,False,False,False,True,False
1117,1990278,Universal-Interessierter,9167,2014-10-20T14:38:09Z,male,True,False,False,True,False,True,False,False,False,False,True,False
1118,983516,Ὁ οἶστρος,2187,2010-04-28T15:23:54Z,unknown,True,False,False,True,False,True,False,False,False,False,True,False
1119,1474505,Uyfing,780,2012-07-31T17:00:17Z,unknown,False,False,False,True,False,True,False,False,False,False,True,False
1120,22254,Solid State,17300,,unknown,True,False,False,True,False,True,False,False,False,False,True,True
1121,31102,DasBee,46198,,unknown,True,False,False,True,False,True,False,False,False,False,False,False
1122,180817,ペーター,7623,2006-01-31T10:45:43Z,unknown,True,False,False,True,False,True,False,False,False,False,True,False
1123,2793,SirJective,6108,,unknown,True,False,False,True,False,True,False,False,False,False,True,False
1124,32202,Christian Günther,9724,,unknown,True,False,False,True,False,True,False,False,False,False,True,False
1125,210494,Cocrea,1001,2006-04-12T23:31:38Z,unknown,True,False,False,True,False,True,False,False,False,False,True,False
1126,204466,Graphikus,336054,2006-03-29T06:16:00Z,unknown,True,False,True,True,False,True,False,False,False,False,True,True
1127,843687,UMyd,2214,2009-10-07T09:51:38Z,male,True,False,False,True,False,True,False,False,False,False,True,False
1128,2611691,Hannover86,6225,2017-03-08T07:36:32Z,unknown,True,False,False,True,False,True,False,False,False,False,True,False
1129,228939,D.W.,10281,2006-05-25T20:43:37Z,male,True,False,False,True,False,True,False,False,False,False,False,False
1130,8748,Triebtäter,89851,,unknown,False,False,False,True,False,True,False,False,False,False,False,False
1131,28816,Ureinwohner,99910,,unknown,True,False,False,True,False,True,False,False,False,False,True,True
1132,33612,Cyper,10953,,unknown,True,False,False,True,False,True,False,False,False,False,False,False
1133,71923,Zefram,10572,,male,True,False,False,True,False,True,False,False,False,False,True,False
1134,78178,César,98983,,unknown,True,False,False,True,False,True,False,False,False,False,False,True
1135,218,Martin Aggel,1617,,unknown,False,False,False,True,False,True,False,False,False,False,False,False
1136,39916,Martin Bahmann,43918,,unknown,True,False,False,True,False,True,False,False,False,False,True,False
1137,688803,Quartl,30773,2009-01-23T08:52:25Z,unknown,True,False,False,True,False,True,False,False,False,False,True,False
1138,185447,Rosentod,6746,2006-02-11T00:17:06Z,unknown,True,False,False,True,False,True,False,False,False,False,True,False
1139,46288,Quarz,16476,,unknown,True,False,False,True,False,True,False,False,False,False,True,False
1140,39868,Ekuah,5256,,unknown,True,False,False,True,False,True,False,False,False,False,False,False
1141,2121198,TheRandomIP,8156,2015-03-23T14:40:12Z,unknown,True,False,False,True,False,True,False,False,False,False,True,False
1142,488971,Christof Schoech,1111,2007-12-13T22:11:18Z,unknown,True,False,False,True,False,True,False,False,False,False,True,False
1143,2024898,Jonathan Data,1804,2014-11-29T11:54:26Z,male,True,False,False,True,False,True,False,False,False,False,True,False
1144,384800,Rosa Liebknecht,536,2007-04-16T02:11:59Z,unknown,False,False,False,True,False,True,False,False,False,False,False,False
1145,45731,Roomsixhu,15640,,unknown,True,False,False,True,False,True,False,False,False,False,True,False
1146,8456,Markus Schweiß,33494,,unknown,False,False,False,True,False,True,False,False,False,False,False,False
1147,5008,Balû,4560,,unknown,True,False,False,True,False,True,False,False,False,False,True,False
1148,276659,Markus Prokott,3432,2006-09-12T15:50:34Z,unknown,True,False,False,True,False,True,False,False,False,False,True,False
1149,29633,Bananeweizen,837,,unknown,True,False,False,True,False,True,False,False,False,False,True,False
1150,7500,Weialawaga,3981,,unknown,False,False,False,True,False,True,False,False,False,False,False,False
1151,1000822,RonMeier,98557,2010-05-22T20:37:38Z,unknown,True,False,False,True,False,True,False,False,False,False,True,False
1152,298228,Cvf-ps,47576,2006-11-03T14:55:37Z,male,True,False,False,True,False,True,False,False,False,False,True,False
1153,2820117,Belegesucher,455,2018-01-01T14:16:22Z,unknown,False,False,False,True,False,True,False,False,False,False,False,False
1154,822,WeißNix,2414,,unknown,True,False,False,True,False,True,False,False,False,False,True,False
1155,11177,Papiermond,4695,,unknown,True,False,False,True,False,True,False,False,False,False,True,False
1156,100958,RoswithaC,13477,,unknown,False,False,False,True,False,True,False,False,False,False,False,False
1157,684743,Johannes Maximilian,15493,2009-01-16T19:43:02Z,unknown,True,False,False,True,False,True,False,False,False,False,True,False
1158,12604,Leonard Vertighel,2978,,unknown,True,False,False,True,False,True,False,False,False,False,False,False
1159,2178729,WikiBayer,14110,2015-05-25T12:03:11Z,male,True,False,False,True,False,True,False,False,False,False,True,False
1160,462273,Wikkipäde,7965,2007-10-11T05:27:42Z,male,True,False,False,True,False,True,False,False,False,False,True,False
1161,434228,Asakura Akira,26009,2007-08-02T12:51:46Z,unknown,True,False,False,True,False,True,False,False,False,False,True,False
1162,51154,Tafkas,18545,,unknown,True,False,False,True,False,True,False,False,False,False,False,False
1163,86839,Je regrette,70838,,unknown,True,False,False,True,False,True,False,False,False,False,True,False
