100_WIKIPEDIA:MANUAL_DE_ESTILO/SECCIONES_DE_CURIOSIDADES	10_WIKIPEDIA:CIVISMO	11_WIKIPEDIA:CONFLICTO_DE_INTERÉS	12_WIKIPEDIA:CONSULTAS_DE_BORRADO_MEDIANTE_ARGUMENTACIÓN	13_WIKIPEDIA:CONTEXTUALIZAR	14_WIKIPEDIA:CONVENCIONES_DE_TÍTULOS	15_WIKIPEDIA:CREACIÓN_DE_ARTÍCULOS_CON_BOT	16_WIKIPEDIA:CREADORES_DE_CUENTAS	17_WIKIPEDIA:CRITERIOS_PARA_EL_BORRADO_RÁPIDO	18_WIKIPEDIA:CUENTA_DE_PROPÓSITO_PARTICULAR	19_WIKIPEDIA:DERECHOS_DE_AUTOR	1_WIKIPEDIA:ACERCA_DE_FIRMAR_ARTÍCULOS	20_WIKIPEDIA:ENLACES_EXTERNOS	21_WIKIPEDIA:ESTA_PÁGINA_ESTÁ_PROTEGIDA	22_WIKIPEDIA:ETIQUETA	23_WIKIPEDIA:ETIQUETAS_DE_USUARIO	24_WIKIPEDIA:EXENTOS_DE_BLOQUEO_A_IP	25_WIKIPEDIA:FIRMA_DE_USUARIO	26_WIKIPEDIA:FUENTES_FIABLES	27_WIKIPEDIA:GUÍA_DE_BORRADO_PARA_LOS_BIBLIOTECARIOS	28_WIKIPEDIA:GUÍA_PARA_EL_BORRADO	29_WIKIPEDIA:IGNORA_LAS_NORMAS	2_WIKIPEDIA:ADMINISTRADORES_DE_INTERFAZ	30_WIKIPEDIA:INFORMACIÓN_DE_SOPORTE_ENCICLOPÉDICO	31_WIKIPEDIA:LO_QUE_WIKIPEDIA_NO_ES	32_WIKIPEDIA:LOS_CINCO_PILARES	33_WIKIPEDIA:NO_HAGAS_ATAQUES_PERSONALES	34_WIKIPEDIA:NO_MORDER_A_LOS_NOVATOS	35_WIKIPEDIA:NO_SABOTEES_WIKIPEDIA_PARA_RESPALDAR_TUS_ARGUMENTOS	36_WIKIPEDIA:NOMBRES_DE_USUARIO	37_WIKIPEDIA:PÁGINA_DE_USUARIO	38_WIKIPEDIA:PÁGINAS_DE_AUTOPROMOCIÓN	39_WIKIPEDIA:PARA_BIBLIOTECARIOS	3_WIKIPEDIA:ARTÍCULOS_SIN_RELEVANCIA_APARENTE	40_WIKIPEDIA:PLANTILLAS_DE_NAVEGACIÓN	41_WIKIPEDIA:POLÍTICA_DE_BORRADO	42_WIKIPEDIA:POLÍTICA_DE_BOTS	43_WIKIPEDIA:POLÍTICA_DE_CONSULTAS	44_WIKIPEDIA:POLÍTICA_DE_PROTECCIÓN	45_WIKIPEDIA:POLÍTICA_DE_RESTAURACIÓN	46_WIKIPEDIA:POLÍTICA_DE_USO_DE_IMÁGENES	47_WIKIPEDIA:POLÍTICA_DE_WIKIPROYECTOS	48_WIKIPEDIA:POLÍTICAS_Y_CONVENCIONES	49_WIKIPEDIA:PRESUME_BUENA_FE	4_WIKIPEDIA:AUTOBIOGRAFÍA	50_WIKIPEDIA:PROPUESTAS_DE_BORRADO	51_WIKIPEDIA:PROSELITISMO	52_WIKIPEDIA:PSEUDOBOTS	53_WIKIPEDIA:PUNTO_DE_VISTA_NEUTRAL	54_WIKIPEDIA:REGLA_DE_LAS_TRES_REVERSIONES	55_WIKIPEDIA:REVALIDACIÓN_DE_BIBLIOTECARIOS	56_WIKIPEDIA:REVALIDACIÓN_DE_BIBLIOTECARIOS/TEXTO	57_WIKIPEDIA:REVERSORES	58_WIKIPEDIA:SEMIPROTECCIÓN_DE_PÁGINAS	59_WIKIPEDIA:SPAM	5_WIKIPEDIA:BIBLIOTECARIOS	60_WIKIPEDIA:SUPRESORES	61_WIKIPEDIA:USA_EL_SENTIDO_COMÚN	62_USUARIA:USERBOX_MUJER	63_WIKIPEDIA:USUARIOS_TÍTERES	64_WIKIPEDIA:VERIFICABILIDAD	65_WIKIPEDIA:VERIFICADORES	66_WIKIPEDIA:VOTACIONES	67_WIKIPEDIA:WIKIPEDIA_NO_ES_DE_PAPEL	68_WIKIPEDIA:WIKIPEDIA_NO_ES_UN_DICCIONARIO	69_WIKIPEDIA:WIKIPEDIA_NO_ES_UNA_FUENTE_PRIMARIA	6_WIKIPEDIA:BIOGRAFÍAS_DE_PERSONAS_VIVAS	70_WIKIPEDIA:CONVENCIÓN_SOBRE_FUENTES_DE_RELEVANCIA_PARA_ARTISTAS_PLÁSTICOS_CONTEMPORÁNEOS	71_WIKIPEDIA:DOCUMENTACIÓN_DE_LAS_PLANTILLAS_DE_AVISO_A_USUARIO	72_WIKIPEDIA:DOCUMENTACIÓN_DE_LAS_PLANTILLAS_DE_MANTENIMIENTO	73_WIKIPEDIA:ENCUESTAS	74_WIKIPEDIA:ESBOZO	75_WIKIPEDIA:ESPACIO_DE_NOMBRES_AYUDA	76_WIKIPEDIA:ESPACIO_DE_NOMBRES_WIKIPEDIA	77_WIKIPEDIA:ESPACIO_PRINCIPAL	78_WIKIPEDIA:ESTRUCTURA_DE_UN_ARTÍCULO	79_WIKIPEDIA:ETIQUETAS_DE_USUARIO	7_WIKIPEDIA:BURÓCRATAS	80_WIKIPEDIA:EVITA_LAS_AUTORREFERENCIAS	81_WIKIPEDIA:PÁGINAS_DE_DISCUSIÓN	82_WIKIPEDIA:PROPIEDAD_DE_LOS_ARTÍCULOS	83_WIKIPEDIA:REFERENCIAS	84_WIKIPEDIA:REVELACIÓN_DE_LA_TRAMA	85_WIKIPEDIA:SÉ_VALIENTE_AL_EDITAR_PÁGINAS	86_WIKIPEDIA:TOPÓNIMOS_DE_ESPAÑA	87_WIKIPEDIA:TRANSLITERACIÓN_Y_TRANSCRIPCIÓN	88_WIKIPEDIA:¿TÚ_O_USTED?	89_USUARIA:USERBOX_MUJER	8_WIKIPEDIA:CANDIDATOS_A_ARTÍCULOS_DESTACADOS/INFORMACIÓN	90_USUARIO:USERBOX/DOCUMENTACIÓN_DE_USERBOXES	91_WIKIPEDIA:VÉASE_TAMBIÉN	92_WIKIPEDIA:CONVENCIONES_IDIOMÁTICAS	93_WIKIPEDIA:MANUAL_DE_ESTILO	94_WIKIPEDIA:MANUAL_DE_ESTILO/ABREVIATURAS	95_WIKIPEDIA:MANUAL_DE_ESTILO/BIOGRAFÍAS	96_WIKIPEDIA:MANUAL_DE_ESTILO/PÁGINAS_DE_DESAMBIGUACIÓN	97_WIKIPEDIA:MANUAL_DE_ESTILO/ARTÍCULOS_RELACIONADOS_CON_JAPÓN	98_WIKIPEDIA:MANUAL_DE_ESTILO/MARCAS	99_WIKIPEDIA:MANUAL_DE_ESTILO/PÁGINAS_DE_DESAMBIGUACIÓN	9_WIKIPEDIA:CHECKUSERS	anon	articleid	date_time	deleted	editor	editor_id	minor	namespace	revert	reverteds	revid	sha1	text_chars	title
None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Wikipedia:Votaciones	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	FALSE	257786	2006-01-25 12:21:28	FALSE	Sanbec	7856	TRUE	4	FALSE		2142914	gw03pkmlk6gr4t2eedtsy6g8twwmjvq	2224	Wikipedia:Consultas de borrado/Provincia de Osorno
None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Wikipedia:Votaciones	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	FALSE	257786	2006-01-30 23:59:16	FALSE	Cookie	15514	FALSE	4	FALSE		2188406	i9hlv2pkmgc8yhukw2vmdualf0cdklb	2346	Wikipedia:Consultas de borrado/Provincia de Osorno
None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Wikipedia:Votaciones	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	FALSE	257786	2009-10-19 19:35:45	FALSE	Zscout370	64500	FALSE	4	FALSE		30730933	lbj9egbxebyyz86qpj1dphdnhvr9izi	2353	Wikipedia:Consultas de borrado/Provincia de Osorno
None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Wikipedia:Votaciones	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	FALSE	257786	2012-08-13 06:25:31	FALSE	MetroBot	1904196	TRUE	4	FALSE		58779040	m1srjxff7z1snxmsmcqb9y1l4u7mexv	2410	Wikipedia:Consultas de borrado/Provincia de Osorno
None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Wikipedia:Votaciones	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	FALSE	257786	2012-12-22 02:50:10	FALSE	Grillitus	1486247	FALSE	4	FALSE		62390374	7w2jkgdhaelt3n84gjiqlqdieh06gww	2670	Wikipedia:Consultas de borrado/Provincia de Osorno
None	None	None	None	Wikipedia:Contextualizar	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	FALSE	257799	2005-12-30 15:59:37	FALSE	Davidge	14956	FALSE	3	FALSE		1943918	bafotd2jyfl39rqsnh5jd7i9lyjd5k9	308	Usuario discusión:Travislandon barker
None	None	None	None	Wikipedia:Contextualizar	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	FALSE	257799	2006-01-02 19:14:52	FALSE	Dodo	13770	FALSE	3	FALSE		1962875	2btn4h8vwirybaj8arx92x5d00377vp	619	Usuario discusión:Travislandon barker
None	None	None	None	Wikipedia:Contextualizar	None	None	None	None	None	None	Wikipedia:Acerca de firmar artículos	None	None	None	None	None	None	None	None	None	None	None	None	Wikipedia:Lo que Wikipedia no es, Wikipedia:Lo que Wikipedia no es	Wikipedia:Los cinco pilares, Wikipedia:Los cinco pilares	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	FALSE	257799	2007-12-23 15:17:58	FALSE	El bot de la dieta	449079	TRUE	3	FALSE		13780699	638tisspsjkwvi6b4jskcog31ql0gwk	4478	Usuario discusión:Travislandon barker
None	None	None	None	Wikipedia:Contextualizar	None	None	None	None	None	None	Wikipedia:Acerca de firmar artículos	None	None	None	None	None	None	None	None	None	None	None	None	Wikipedia:Lo que Wikipedia no es, Wikipedia:Lo que Wikipedia no es	Wikipedia:Los cinco pilares, Wikipedia:Los cinco pilares	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Wikipedia:Votaciones	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	FALSE	257799	2008-01-12 19:29:34	FALSE	Muro Bot	341614	TRUE	3	FALSE		14282979	b9fs9f8y9ie5pqgc0o808dxdzd7ervl	7911	Usuario discusión:Travislandon barker
None	None	None	None	Wikipedia:Contextualizar	None	None	None	None	None	None	Wikipedia:Acerca de firmar artículos	None	None	None	None	None	None	None	None	None	None	None	None	Wikipedia:Lo que Wikipedia no es, Wikipedia:Lo que Wikipedia no es	Wikipedia:Los cinco pilares, Wikipedia:Los cinco pilares	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Wikipedia:Votaciones	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	FALSE	257799	2009-09-22 14:08:15	FALSE	Muro Bot	341614	TRUE	3	FALSE		29949999	a3xmch1wwtrx21ntz8whzbgaeakbz1e	7886	Usuario discusión:Travislandon barker
None	None	None	None	None	None	None	None	None	None	None	Wikipedia:Acerca de firmar artículos	None	None	None	None	None	None	None	None	None	None	None	None	Wikipedia:Lo que Wikipedia no es, Wikipedia:Lo que Wikipedia no es	Wikipedia:Los cinco pilares, Wikipedia:Los cinco pilares	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	FALSE	257818	2007-12-23 15:18:08	FALSE	El bot de la dieta	449079	TRUE	3	FALSE		13780702	1ocydj9zgtqu75so603m94zi2ikzjea	3976	Usuario discusión:Tigershrike
None	None	None	None	None	None	None	None	None	None	WP	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	FALSE	257819	2006-01-03 14:48:50	FALSE	Xuankar	30238	TRUE	2	FALSE		1968217	dxjavm8io1qskg4o3zmznjo2me11q2g	12856	Usuario:Xuankar/Cantabria2
None	None	None	None	None	None	None	None	None	None	WP	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	FALSE	257819	2006-01-03 14:49:30	FALSE	Xuankar	30238	TRUE	2	FALSE		1968219	kn40ewuveiz8cfv9me7nf4txyzqxgc1	12863	Usuario:Xuankar/Cantabria2
None	None	None	None	None	None	None	None	None	None	WP	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	FALSE	257819	2006-01-03 21:46:07	FALSE	Xuankar	30238	TRUE	2	FALSE		1970843	hz6ymomwhyf3p1kx4161sjp2wg1i0lu	13439	Usuario:Xuankar/Cantabria2
None	None	None	None	None	None	None	None	None	None	WP	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	FALSE	257819	2006-01-03 21:52:45	FALSE	Xuankar	30238	TRUE	2	FALSE		1970888	g4ib29f5a2avk9po5glky5jtayrqqir	13536	Usuario:Xuankar/Cantabria2
None	None	None	None	None	None	None	None	None	None	WP	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	FALSE	257819	2006-01-03 21:55:09	FALSE	Xuankar	30238	TRUE	2	FALSE		1970910	oalim5srl55bp2djg4s85e0fq1dfp86	13537	Usuario:Xuankar/Cantabria2
None	None	None	None	None	None	None	None	None	None	WP	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	FALSE	257819	2006-01-03 22:07:00	FALSE	Xuankar	30238	TRUE	2	FALSE		1970987	em754yc5lswfmutk2qjk12efdfhicnm	14462	Usuario:Xuankar/Cantabria2
None	None	None	None	None	None	None	None	None	None	WP	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	FALSE	257819	2006-01-03 22:08:34	FALSE	Xuankar	30238	TRUE	2	FALSE		1970994	aotob4cn12kx4h62sdyzgtygv0u2rtk	14509	Usuario:Xuankar/Cantabria2
None	None	None	None	None	None	None	None	None	None	WP	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	FALSE	257819	2006-01-03 22:10:03	FALSE	Xuankar	30238	TRUE	2	FALSE		1971001	rgj52u4mmyx86q1z7r3pnjjrpy3oqj3	14960	Usuario:Xuankar/Cantabria2
None	None	None	None	None	None	None	None	None	None	WP	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	FALSE	257819	2006-01-03 22:13:09	FALSE	Xuankar	30238	TRUE	2	FALSE		1971020	adyeyqe8qndqyfy25sc4d4rl418y1wz	14958	Usuario:Xuankar/Cantabria2
None	None	None	None	None	None	None	None	None	None	WP	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	FALSE	257819	2006-01-03 22:15:15	FALSE	Xuankar	30238	TRUE	2	FALSE		1971032	egm1r1127i4wbdirt17biimktyvygso	15007	Usuario:Xuankar/Cantabria2
None	None	None	None	None	None	None	None	None	None	WP	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	FALSE	257819	2006-01-03 22:30:14	FALSE	Xuankar	30238	TRUE	2	FALSE		1971130	lqz022h78txfzr3h1o2tj9tk3115bw7	15183	Usuario:Xuankar/Cantabria2
None	None	None	None	None	None	None	None	None	None	WP	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	FALSE	257819	2007-05-15 18:19:13	FALSE	Chlewbot	75018	TRUE	2	FALSE		8805596	7f43ls00ifsivh7nza800satdifh1v8	15290	Usuario:Xuankar/Cantabria2
None	None	None	None	None	None	None	None	None	None	WP	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	FALSE	257819	2007-05-22 12:15:20	FALSE	Botones	176591	TRUE	2	FALSE		8953168	j9zmh3sp3mxeg0pqrf68aa0rfg9xp1g	15256	Usuario:Xuankar/Cantabria2
None	None	None	None	None	None	None	None	None	None	WP	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	FALSE	257819	2007-07-01 22:55:41	FALSE	CommonsDelinker	220595	TRUE	2	FALSE		9808862	p2t6mij2na8abgqtjc1gpm9pedem8om	15227	Usuario:Xuankar/Cantabria2
None	None	None	None	None	None	None	None	None	None	WP	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	FALSE	257819	2007-07-01 23:02:25	FALSE	CommonsDelinker	220595	TRUE	2	FALSE		9808994	70up8g381n0mxzk897anxyib7ruc8mw	15189	Usuario:Xuankar/Cantabria2
None	None	None	None	None	None	None	None	None	None	WP	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	FALSE	257819	2012-03-19 09:38:30	FALSE	MetroBot	1904196	TRUE	2	FALSE		54692835	74t8xgmvrduydyzic27ne7fkfxka4gk	15196	Usuario:Xuankar/Cantabria2
None	None	None	None	None	None	None	None	None	None	WP	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	FALSE	257819	2012-03-19 09:43:00	FALSE	Metrónomo	1708233	TRUE	2	FALSE		54692884	eu7dgzq51ct8tk2y542odo8ki0kab0c	15193	Usuario:Xuankar/Cantabria2
None	None	None	None	None	None	None	None	None	None	WP	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	FALSE	257819	2014-12-26 08:33:30	FALSE	CommonsDelinker	220595	TRUE	2	FALSE		79002204	241sb3i11ot80yz0n6q61gsxg73rm2g	15119	Usuario:Xuankar/Cantabria2
None	None	None	None	None	None	None	None	None	None	WP	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	FALSE	257819	2015-05-02 17:25:21	FALSE	NikNaks	917736	FALSE	2	FALSE		82171743	ni0snz9kkdqhs56juq7trayxr44qisq	15129	Usuario:Xuankar/Cantabria2
None	None	None	None	None	None	None	None	None	None	WP	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	FALSE	257819	2018-03-11 09:14:21	FALSE	Sebastian Wallroth	795283	FALSE	2	FALSE		106141987	81fsbhvfwl3t0y2kbnajnyarl8aqwv8	15138	Usuario:Xuankar/Cantabria2
None	None	None	None	None	None	None	None	None	None	WP	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	FALSE	257847	2010-11-29 22:20:06	FALSE	Amnesico29	923024	FALSE	1	FALSE		42160908	hyxkf6kiidjl5o4uwm14y135rwu3gty	598	Discusión:Ocaña (Norte de Santander)
None	None	None	None	None	None	None	None	None	None	None	Wikipedia:Acerca de firmar artículos	None	None	None	None	None	None	None	None	None	None	None	None	Wikipedia:Lo que Wikipedia no es, Wikipedia:Lo que Wikipedia no es	Wikipedia:Los cinco pilares, Wikipedia:Los cinco pilares	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	FALSE	257865	2007-12-23 15:18:18	FALSE	El bot de la dieta	449079	TRUE	3	FALSE		13780705	g2ajkz4uehbqwvq83e8tm1e5jsyseaw	3881	Usuario discusión:Richardburton
