100_WIKIPÉDIA:NOTORIÉTÉ_DES_SPORTIFS	101_WIKIPÉDIA:NOUVEAU_DÉPART	102_WIKIPÉDIA:PANTIN	103_WIKIPÉDIA:PAS_D'ATTAQUE_PERSONNELLE	104_WIKIPÉDIA:PAS_DE_MENACE_DE_POURSUITES_JUDICIAIRES	105_WIKIPÉDIA:PRINCIPE_DE_MOINDRE_SURPRISE	106_WIKIPÉDIA:PROTECTION	107_WIKIPÉDIA:RÈGLE_DES_TROIS_RÉVOCATIONS	108_WIKIPÉDIA:RÉSOLUTION_DE_CONFLIT	109_WIKIPÉDIA:RÉSUMÉ_INTRODUCTIF	10_WIKIPÉDIA:CONVENTIONS_D'UTILISATION_DES_IMAGES	110_WIKIPÉDIA:RÉVOCATEUR	111_WIKIPÉDIA:SCISSION_DE_CONTENU	112_WIKIPÉDIA:SECTIONS_ANECDOTIQUES	113_WIKIPÉDIA:SEMI-PROTECTION_ÉTENDUE	114_AIDE:SIGNATURE	115_WIKIPÉDIA:SOURCES_PRIMAIRES,_SECONDAIRES_ET_TERTIAIRES	116_WIKIPÉDIA:SOUS-PAGE	117_WIKIPÉDIA:STYLE_ENCYCLOPÉDIQUE	118_WIKIPÉDIA:SUPPOSER_LA_BONNE_FOI	119_WIKIPÉDIA:TERMES_À_UTILISER_AVEC_PRÉCAUTION	11_WIKIPÉDIA:CONVENTIONS_SUR_LES_CATÉGORIES	120_WIKIPÉDIA:TOUJOURS_COMMENTER_VOS_MODIFICATIONS_DANS_LA_BOÎTE_DE_RÉSUMÉ	121_WIKIPÉDIA:TRADUCTION_AUTOMATIQUE	122_WIKIPÉDIA:TRANSCRIPTION_DES_LANGUES_INDIENNES	123_WIKIPÉDIA:TRANSCRIPTION_DU_CHINOIS	124_AIDE:TRAVAILLER_COLLECTIVEMENT	125_WIKIPÉDIA:USAGE_RAISONNÉ_DES_SOURCES_DE_PRESSE	126_WIKIPÉDIA:VANDALISME	127_WIKIPÉDIA:WIKIPÉDIA_N'EST_PAS_UN_DICTIONNAIRE	12_WIKIPÉDIA:EXCEPTIONS_AU_DROIT_D'AUTEUR	13_WIKIPÉDIA:LIENS_VERS_LES_PORTAILS	14_WIKIPÉDIA:MASQUEUR_DE_MODIFICATIONS	15_WIKIPÉDIA:RESTRICTION_THÉMATIQUE	16_WIKIPÉDIA:RÉVOCATEUR	17_WIKIPÉDIA:SEMI-PROTECTION	18_WIKIPÉDIA:TRANSCRIPTION_DU_JAPONAIS	19_WIKIPÉDIA:TRAVAUX_INÉDITS	1_WIKIPÉDIA:ABUSEFILTER	20_WIKIPÉDIA:UTILISATION_DE_DONNÉES_WIKIDATA_DANS_LES_ARTICLES	21_WIKIPÉDIA:VÉRIFIABILITÉ	22_WIKIPÉDIA:PRINCIPES_FONDATEURS	23_WIKIPÉDIA:RÈGLES_DE_SAVOIR-VIVRE	24_WIKIPÉDIA:INTERPRÉTATION_CRÉATIVE_DES_RÈGLES	25_WIKIPÉDIA:DROIT_D'AUTEUR	26_WIKIPÉDIA:NEUTRALITÉ_DE_POINT_DE_VUE	27_WIKIPÉDIA:WIKIPÉDIA_EST_UNE_ENCYCLOPÉDIE	28_WIKIPÉDIA:RÈGLES_ET_RECOMMANDATIONS	29_WIKIPÉDIA:ACCESSIBILITÉ	2_WIKIPÉDIA:ACTIONS_ADMINISTRATIVES_(WMF)	30_WIKIPÉDIA:ARTICLES_CONSACRÉS_À_LA_PORNOGRAPHIE	31_WIKIPÉDIA:AUCUNE_CHANCE	32_WIKIPÉDIA:AUTOBIOGRAPHIE	33_WIKIPÉDIA:BANNISSEMENT	34_WIKIPÉDIA:BIOGRAPHIE_DE_PERSONNE_VIVANTE	35_WIKIPÉDIA:BLOCAGE_EN_ÉCRITURE	36_WIKIPÉDIA:CITATION_ET_RÉUTILISATION_DU_CONTENU_DE_WIKIPÉDIA	37_WIKIPÉDIA:CITEZ_VOS_SOURCES	38_WIKIPÉDIA:CODE_DE_BONNE_CONDUITE	39_WIKIPÉDIA:CONFLIT_D'INTÉRÊTS	3_WIKIPÉDIA:ADMINISTRATEUR	40_WIKIPÉDIA:CONSENSUS	41_WIKIPÉDIA:CONTENU_CHOQUANT	42_WIKIPÉDIA:CONTENU_ÉVASIF	43_AIDE:CONTRIBUTIONS_RÉMUNÉRÉES	44_WIKIPÉDIA:CONVENTIONS_BIBLIOGRAPHIQUES	45_WIKIPÉDIA:CONVENTIONS_CONCERNANT_LES_NOMBRES	46_WIKIPÉDIA:CONVENTIONS_D'UTILISATION_DES_IMAGES	47_WIKIPÉDIA:CONVENTIONS_DE_PLAN	48_WIKIPÉDIA:CONVENTIONS_DE_STYLE	49_WIKIPÉDIA:CONVENTIONS_FILMOGRAPHIQUES	4_UTILISATEUR:BALDURAR/BROUILLON_PORTAIL	50_WIKIPÉDIA:CONVENTIONS_SUR_LES_CATÉGORIES	51_WIKIPÉDIA:CONVENTIONS_SUR_LES_TITRES	52_WIKIPÉDIA:CONVENTIONS_SUR_LES_TITRES_D'ŒUVRES_DE_MUSIQUE_CLASSIQUE	53_WIKIPÉDIA:CONVENTIONS_SUR_LES_TITRES_DE_PERSONNAGES_DE_LA_MYTHOLOGIE_GRECQUE	54_WIKIPÉDIA:CONVENTIONS_TYPOGRAPHIQUES	55_WIKIPÉDIA:CRITÈRE_DES_DEUX_ANS	56_WIKIPÉDIA:CRITÈRES_D'ADMISSIBILITÉ_DES_ARTICLES	57_WIKIPÉDIA:CRITÈRES_DE_SUPPRESSION_IMMÉDIATE	58_WIKIPÉDIA:CRITÈRES_SPÉCIFIQUES_DE_NOTORIÉTÉ	59_WIKIPÉDIA:DATES	5_WIKIPÉDIA:BUREAUCRATE	60_UTILISATEUR:DESFOLIES/BROUILLON	61_WIKIPÉDIA:DÉVOILE_L'INTRIGUE_DU_RÉCIT	62_WIKIPÉDIA:DISCUTER_AU_LIEU_DE_VOTER	63_WIKIPÉDIA:ESPRIT_DE_NON-VIOLENCE	64_WIKIPÉDIA:ÉTIQUETTE	65_WIKIPÉDIA:FAUX-NEZ	66_WIKIPÉDIA:GUERRE_D'ÉDITION	67_WIKIPÉDIA:GUIDE_CONTRE_L'ANTHROPOCENTRISME	68_WIKIPÉDIA:GUIDE_PRATIQUE	69_WIKIPÉDIA:HARCÈLEMENT	6_WIKIPÉDIA:CITATION	70_PROJET:HOCKEY_SUR_GLACE/CONVENTIONS/NOTORIÉTÉ	71_WIKIPÉDIA:IMPORTANCE_DISPROPORTIONNÉE	72_WIKIPÉDIA:INTERNATIONALISATION	73_WIKIPÉDIA:JOUER_AVEC_LES_PRINCIPES,_RÈGLES_ET_RECOMMANDATIONS_DE_WIKIPÉDIA	74_WIKIPÉDIA:LIENS_EXTERNES	75_WIKIPÉDIA:LIENS_INTERNES	76_WIKIPÉDIA:LIMITEZ_L'USAGE_DE_LA_COULEUR_DANS_LES_ARTICLES	77_WIKIPÉDIA:LISTE_DES_CRITÈRES_SPÉCIFIQUES_DE_NOTORIÉTÉ	78_WIKIPÉDIA:MISE_EN_FORME_DES_IMAGES	79_WIKIPÉDIA:MOBILE	7_WIKIPÉDIA:CONTESTATION_DU_STATUT_D'ADMINISTRATEUR	80_WIKIPÉDIA:N'HÉSITEZ_PAS_!	81_WIKIPÉDIA:NE_JOUEZ_PAS_AU_CON_!	82_WIKIPÉDIA:NE_MORDEZ_PAS_LES_NOUVEAUX	83_WIKIPÉDIA:NE_PAS_DÉSORGANISER_WIKIPÉDIA_POUR_UNE_ARGUMENTATION_PERSONNELLE	84_WIKIPÉDIA:NÉOLOGISME	85_WIKIPÉDIA:NOM_D'UTILISATEUR	86_WIKIPÉDIA:NOM_D'UTILISATEUR_CONNU	87_WIKIPÉDIA:NOTORIÉTÉ	88_WIKIPÉDIA:NOTORIÉTÉ_DANS_LE_DOMAINE_DE_LA_PORNOGRAPHIE	89_WIKIPÉDIA:NOTORIÉTÉ_DANS_LE_FOOTBALL	8_WIKIPÉDIA:CONTESTATION_DU_STATUT_DE_BUREAUCRATE	90_WIKIPÉDIA:NOTORIÉTÉ_DE_LA_MUSIQUE	91_WIKIPÉDIA:NOTORIÉTÉ_DES_ARTS_VISUELS	92_WIKIPÉDIA:NOTORIÉTÉ_DES_ENTREPRISES,_SOCIÉTÉS_ET_PRODUITS	93_WIKIPÉDIA:NOTORIÉTÉ_DES_ÉVÉNEMENTS	94_WIKIPÉDIA:NOTORIÉTÉ_DES_FANZINES	95_WIKIPÉDIA:NOTORIÉTÉ_DES_JEUX_DE_SOCIÉTÉ	96_WIKIPÉDIA:NOTORIÉTÉ_DES_ŒUVRES_DE_FICTION	97_WIKIPÉDIA:NOTORIÉTÉ_DES_PERSONNALITÉS_POLITIQUES	98_WIKIPÉDIA:NOTORIÉTÉ_DES_PERSONNES	99_WIKIPÉDIA:NOTORIÉTÉ_DES_SITES_WEB	9_AIDE:CONTRIBUTIONS_RÉMUNÉRÉES	anon	articleid	date_time	deleted	editor	editor_id	minor	namespace	revert	reverteds	revid	sha1	text_chars	title
None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Aide:Signature	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	WP:TI	None	None	None	None	None	None	None	None	WP:1er PF	None	None	None	None	None	None	None	None	None	None	Wikipédia:Citez vos sources	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Wikipédia:critères d'admissibilité des articles, WP:CAA, WP:CAAG, WP:CAA	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Wikipédia, Wikipédia, Wikipédia, Wikipédia, Wikipédia	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Wikipédia:Notoriété des entreprises	None	None	None	None	None	None	None	None	FALSE	12347917	2019-02-13 21:48:30	FALSE	Hadrianus	93741	FALSE	1	FALSE		156724460	fiz8068lpfthvtu6be6kg4fn0v6uhki	14334	Discussion:Crédit agricole Atlantique Vendée/Suppression
None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Aide:Signature	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	WP:TI	None	None	None	None	None	None	None	None	WP:1er PF	None	None	None	None	None	None	None	None	None	None	Wikipédia:Citez vos sources	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Wikipédia:critères d'admissibilité des articles, WP:CAA, WP:CAAG, WP:CAA	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Wikipédia, Wikipédia, Wikipédia, Wikipédia, Wikipédia	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Wikipédia:Notoriété des entreprises	None	None	None	None	None	None	None	None	FALSE	12347917	2019-02-13 21:50:29	FALSE	Hadrianus	93741	FALSE	1	FALSE		156724502	ap4iua2qdajeww1eru4psc0l9zabrzv	14383	Discussion:Crédit agricole Atlantique Vendée/Suppression
None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Aide:Signature	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	WP:TI	None	None	None	None	None	None	None	None	WP:1er PF	None	None	None	None	None	None	None	None	None	None	Wikipédia:Citez vos sources	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Wikipédia:critères d'admissibilité des articles, WP:CAA, WP:CAAG, WP:CAA	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Wikipédia, Wikipédia, Wikipédia, Wikipédia, Wikipédia	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Wikipédia:Notoriété des entreprises	None	None	None	None	None	None	None	None	FALSE	12347917	2019-02-13 22:44:01	FALSE	Salsero35	757207	FALSE	1	FALSE		156725760	hycjzyeva6hh74wd2g4vqujzaqaixs4	14654	Discussion:Crédit agricole Atlantique Vendée/Suppression
None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Aide:Signature	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	WP:TI	None	None	None	None	None	None	None	None	WP:1er PF	None	None	None	None	None	None	None	None	None	None	Wikipédia:Citez vos sources	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Wikipédia:critères d'admissibilité des articles, WP:CAA, WP:CAAG, WP:CAA	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Wikipédia, Wikipédia, Wikipédia, Wikipédia, Wikipédia	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Wikipédia:Notoriété des entreprises	None	None	None	None	None	None	None	None	FALSE	12347917	2019-02-15 21:07:50	FALSE	Ced78180	2629130	FALSE	1	FALSE		156775039	4e97cw8tgy47fklih1sjol7wh6x2oxb	15028	Discussion:Crédit agricole Atlantique Vendée/Suppression
None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Aide:Signature	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	WP:TI	None	None	None	None	None	None	None	None	WP:1er PF	None	None	None	None	None	None	None	None	None	None	Wikipédia:Citez vos sources	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Wikipédia:critères d'admissibilité des articles, WP:CAA, WP:CAAG, WP:CAA	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Wikipédia, Wikipédia, Wikipédia, Wikipédia, Wikipédia	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Wikipédia:Notoriété des entreprises	None	None	None	None	None	None	None	None	FALSE	12347917	2019-02-16 06:32:12	FALSE	Nicoleon	60074	FALSE	1	FALSE		156781772	4gssyksk0kl9j2iq2wfbax4yep5itv9	15307	Discussion:Crédit agricole Atlantique Vendée/Suppression
None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Aide:Signature	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	WP:TI	None	None	None	None	None	None	None	None	WP:1er PF	None	None	None	None	None	None	None	None	None	None	Wikipédia:Citez vos sources	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Wikipédia:critères d'admissibilité des articles, WP:CAA, WP:CAAG, WP:CAA	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Wikipédia, Wikipédia, Wikipédia, Wikipédia, Wikipédia	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Wikipédia:Notoriété des entreprises	None	None	None	None	None	None	None	None	FALSE	12347917	2019-02-17 18:23:32	FALSE	Laurent CAMPEDEL	2147941	TRUE	1	FALSE		156821912	19t7g5rfyxbrxo8idls7ielbf07lm6o	15568	Discussion:Crédit agricole Atlantique Vendée/Suppression
None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Aide:Signature	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	WP:TI	None	None	None	None	None	None	None	None	WP:1er PF	None	None	None	None	None	None	None	None	None	None	Wikipédia:Citez vos sources	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Wikipédia:critères d'admissibilité des articles, WP:CAA, WP:CAAG, WP:CAA	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Wikipédia, Wikipédia, Wikipédia, Wikipédia, Wikipédia	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Wikipédia:Notoriété des entreprises	None	None	None	None	None	None	None	None	FALSE	12347917	2019-02-17 18:24:03	FALSE	Laurent CAMPEDEL	2147941	TRUE	1	FALSE		156821929	suq730a7li0jvipovhhfndj3d1vzrvr	15577	Discussion:Crédit agricole Atlantique Vendée/Suppression
None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Aide:Signature	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	WP:TI	None	None	None	None	None	None	None	None	WP:1er PF	None	None	None	None	None	None	None	None	None	None	Wikipédia:Citez vos sources	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Wikipédia:critères d'admissibilité des articles, WP:CAA, WP:CAAG, WP:CAA	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Wikipédia, Wikipédia, Wikipédia, Wikipédia, Wikipédia	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Wikipédia:Notoriété des entreprises	None	None	None	None	None	None	None	None	FALSE	12347917	2019-02-18 09:53:11	FALSE	Denvis1	1708729	FALSE	1	FALSE		156835768	ka15az8c0ey84ja1d45ocpbrwxmtczo	15994	Discussion:Crédit agricole Atlantique Vendée/Suppression
None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Aide:Signature	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	WP:TI	None	None	None	None	None	None	None	None	WP:1er PF	None	None	None	None	None	None	None	None	None	None	Wikipédia:Citez vos sources	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Wikipédia:critères d'admissibilité des articles, WP:CAA, WP:CAAG, WP:CAA	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Wikipédia, Wikipédia, Wikipédia, Wikipédia, Wikipédia	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Wikipédia:Notoriété des entreprises	None	None	None	None	None	None	None	None	FALSE	12347917	2019-02-19 17:41:23	FALSE	Paul.schrepfer	1015462	FALSE	1	FALSE		156877706	h18s37tlwmdj4ub8pcmj0w6e4k2c8x0	16352	Discussion:Crédit agricole Atlantique Vendée/Suppression
None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Aide:Signature	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	WP:TI	None	None	None	None	None	None	None	None	WP:1er PF	None	None	None	None	None	None	None	None	None	None	Wikipédia:Citez vos sources	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Wikipédia:critères d'admissibilité des articles, WP:CAA, WP:CAAG, WP:CAA	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Wikipédia, Wikipédia, Wikipédia, Wikipédia, Wikipédia	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Wikipédia:Notoriété des entreprises	None	None	None	None	None	None	None	None	FALSE	12347917	2019-02-21 07:45:29	FALSE	Guy Courtois	395992	FALSE	1	FALSE		156919845	jzw34z855j3q9c1ciajh8vmx8edn4e2	16505	Discussion:Crédit agricole Atlantique Vendée/Suppression
None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Aide:Signature	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	WP:TI	None	None	None	None	None	None	None	None	WP:1er PF	None	None	None	None	None	None	None	None	None	None	Wikipédia:Citez vos sources	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Wikipédia:critères d'admissibilité des articles, WP:CAA, WP:CAAG, WP:CAA	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Wikipédia, Wikipédia, Wikipédia, Wikipédia, Wikipédia	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Wikipédia:Notoriété des entreprises	None	None	None	None	None	None	None	None	FALSE	12347917	2019-02-21 19:40:28	FALSE	Ruyblas13	1595477	FALSE	1	FALSE		156938841	05j1cmagg23y7svh8z969rprcmlngx6	16886	Discussion:Crédit agricole Atlantique Vendée/Suppression
None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Aide:Signature	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	WP:TI	None	None	None	None	None	None	None	None	WP:1er PF	None	None	None	None	None	None	None	None	None	None	Wikipédia:Citez vos sources	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Wikipédia:critères d'admissibilité des articles, WP:CAA, WP:CAAG, WP:CAA	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Wikipédia, Wikipédia, Wikipédia, Wikipédia, Wikipédia	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Wikipédia:Notoriété des entreprises	None	None	None	None	None	None	None	None	FALSE	12347917	2019-02-21 19:41:40	FALSE	Ruyblas13	1595477	FALSE	1	FALSE		156938879	67j04lrumg89faofwd49mie90t997jx	16900	Discussion:Crédit agricole Atlantique Vendée/Suppression
None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	WP:CAA	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Wikipédia, Wikipédia	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	FALSE	12347942	2019-01-30 18:22:09	FALSE	Salebot	173239	FALSE	3	FALSE		156316579	q3zglzz2ssgo0bl8kvqgeluuqao3evr	1094	Discussion utilisateur:2A01:CB06:52F:F800:3876:59D3:7C04:BB3
None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Wikipédia:Principes fondateurs	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	WP:CAA	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Wikipédia, Wikipédia, Wikipédia, Wikipédia, Wikipédia, Wikipédia, Wikipédia, Wikipédia, Wikipédia, Wikipédia, Wikipédia, Wikipédia, Wikipédia, Wikipédia	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	FALSE	12347959	2019-01-30 18:55:48	FALSE	Salebot	173239	FALSE	3	FALSE		156317395	dj3v4vz4xf9fu0unqpy6f71qqabwofh	5012	Discussion utilisateur:Lesarnaquesducameroun
None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Wikipédia:Principes fondateurs	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	WP:CAA	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Wikipédia, Wikipédia, Wikipédia, Wikipédia, Wikipédia, Wikipédia, Wikipédia, Wikipédia	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	FALSE	12348074	2019-01-30 19:31:41	FALSE	Salebot	173239	FALSE	3	FALSE		156318111	ejjf8bwn1mbsu5e58l48t6wxqbsqefa	2776	Discussion utilisateur:Ratcheur
None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	WP:CAA	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Wikipédia, Wikipédia	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	FALSE	12348097	2019-01-30 19:38:43	FALSE	Salebot	173239	FALSE	3	FALSE		156318299	mtthkti051kgo22vqm3xp18lr3kcefb	1134	Discussion utilisateur:2A01:CB10:831F:A200:653C:F1C7:D62B:B31E
None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Wikipédia:Vandalisme	None	None	None	None	None	None	None	None	WP:TI	None	None	None	None	None	None	None	None	WP:Wikipédia est une encyclopédie	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	WP:Ce	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Wikipédia, Wikipédia, Wikipédia, Wikipédia, Wikipédia, Wikipédia, Wikipédia, Wikipédia, Wikipédia	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	FALSE	12348104	2019-01-30 19:42:56	FALSE	OT38	2606778	FALSE	3	FALSE		156318410	ioknhredzajfaqqbb6f0335d6j82zd6	2473	Discussion utilisateur:AzlannTV
None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Wikipédia:Vandalisme	None	None	None	None	None	None	None	None	WP:TI	None	None	None	None	None	None	None	None	WP:Wikipédia est une encyclopédie	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	WP:Ce	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Wikipédia, Wikipédia, Wikipédia, Wikipédia, Wikipédia, Wikipédia, Wikipédia, Wikipédia, Wikipédia, Wikipédia, Wikipédia	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	FALSE	12348104	2019-01-30 19:43:10	FALSE	Salebot	173239	FALSE	3	FALSE		156318420	0j5glpfbhrtdghv3jgf62ujxkm58nc1	3504	Discussion utilisateur:AzlannTV
None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	WP:CAA	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Wikipédia, Wikipédia	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	FALSE	12348138	2019-01-30 20:03:30	FALSE	Salebot	173239	FALSE	3	FALSE		156318856	098x0wmqu44atke1oeign16b7f9hve4	1122	Discussion utilisateur:2A01:E0A:134:5000:5495:B3C4:E5B9:7EA
None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	WP:CAA	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Wikipédia, Wikipédia	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	FALSE	12348155	2019-01-30 20:09:03	FALSE	Salebot	173239	FALSE	3	FALSE		156319003	fp8xj5zp79jcwx1k63ckzm52kb7qonr	1094	Discussion utilisateur:94.104.193.108
